ip, timestamp
69.174.120.13,01:37:28,01:37:29,01:37:30,01:37:31,01:37:32,01:37:33,01:37:34,01:37:35,01:37:37,01:37:38,01:37:39,01:37:48,01:37:49,
69.174.120.21,01:37:27,01:37:28,01:37:33,01:37:34,01:37:48,01:37:49,
